date,payload,created_at
2025-02-24,"{""date"": ""2025-02-24"", ""layer1"": {""dxy"": 127.3749, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -134.05, ""liquidity_billions"": 5915.45}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.862539
2025-02-25,"{""date"": ""2025-02-25"", ""layer1"": {""dxy"": 127.5544, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -153.24, ""liquidity_billions"": 5896.27}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.863587
2025-02-26,"{""date"": ""2025-02-26"", ""layer1"": {""dxy"": 127.4762, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -102.73, ""liquidity_billions"": 5958.88}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.864637
2025-02-27,"{""date"": ""2025-02-27"", ""layer1"": {""dxy"": 128.1589, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -138.93, ""liquidity_billions"": 5902.79}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.865675
2025-02-28,"{""date"": ""2025-02-28"", ""layer1"": {""dxy"": 128.4646, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -61.62, ""liquidity_billions"": 5850.52}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.866716
2025-03-03,"{""date"": ""2025-03-03"", ""layer1"": {""dxy"": 127.9558, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 118.89, ""liquidity_billions"": 5964.95}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.867733
2025-03-04,"{""date"": ""2025-03-04"", ""layer1"": {""dxy"": 128.1864, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 103.62, ""liquidity_billions"": 5949.68}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.868890
2025-03-05,"{""date"": ""2025-03-05"", ""layer1"": {""dxy"": 126.7441, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 132.74, ""liquidity_billions"": 6068.94}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.870026
2025-03-06,"{""date"": ""2025-03-06"", ""layer1"": {""dxy"": 126.3526, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 130.84, ""liquidity_billions"": 6079.16}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.871835
2025-03-07,"{""date"": ""2025-03-07"", ""layer1"": {""dxy"": 126.2243, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 145.57, ""liquidity_billions"": 6072.13}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.872903
2025-03-10,"{""date"": ""2025-03-10"", ""layer1"": {""dxy"": 126.5199, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 169.28, ""liquidity_billions"": 6079.38}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.873924
2025-03-11,"{""date"": ""2025-03-11"", ""layer1"": {""dxy"": 126.2896, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 161.03, ""liquidity_billions"": 6071.12}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.874951
2025-03-12,"{""date"": ""2025-03-12"", ""layer1"": {""dxy"": 126.1251, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 210.25, ""liquidity_billions"": 6115.94}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.875984
2025-03-13,"{""date"": ""2025-03-13"", ""layer1"": {""dxy"": 126.2551, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 204.66, ""liquidity_billions"": 6133.56}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.877011
2025-03-14,"{""date"": ""2025-03-14"", ""layer1"": {""dxy"": 125.9538, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 203.01, ""liquidity_billions"": 6120.76}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.878035
2025-03-17,"{""date"": ""2025-03-17"", ""layer1"": {""dxy"": 125.6291, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 230.85, ""liquidity_billions"": 6157.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.879070
2025-03-18,"{""date"": ""2025-03-18"", ""layer1"": {""dxy"": 125.7402, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 170.85, ""liquidity_billions"": 6097.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.880089
2025-03-19,"{""date"": ""2025-03-19"", ""layer1"": {""dxy"": 126.0515, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 6126.67}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.881123
2025-03-20,"{""date"": ""2025-03-20"", ""layer1"": {""dxy"": 126.237, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 219.81, ""liquidity_billions"": 6127.41}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.882171
2025-03-21,"{""date"": ""2025-03-21"", ""layer1"": {""dxy"": 126.509, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 200.12, ""liquidity_billions"": 6119.2}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.883185
2025-03-24,"{""date"": ""2025-03-24"", ""layer1"": {""dxy"": 126.4403, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 200.19, ""liquidity_billions"": 6123.48}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.884209
2025-03-25,"{""date"": ""2025-03-25"", ""layer1"": {""dxy"": 126.3075, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 181.97, ""liquidity_billions"": 6105.26}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.885787
2025-03-26,"{""date"": ""2025-03-26"", ""layer1"": {""dxy"": 126.4839, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 223.25, ""liquidity_billions"": 6138.7}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.886916
2025-03-27,"{""date"": ""2025-03-27"", ""layer1"": {""dxy"": 126.6098, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 192.02, ""liquidity_billions"": 6088.29}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.888060
2025-03-28,"{""date"": ""2025-03-28"", ""layer1"": {""dxy"": 126.6599, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 134.62, ""liquidity_billions"": 6093.5}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.889139
2025-03-31,"{""date"": ""2025-03-31"", ""layer1"": {""dxy"": 126.9402, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 130.39, ""liquidity_billions"": 5980.91}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.890224
2025-04-01,"{""date"": ""2025-04-01"", ""layer1"": {""dxy"": 126.6783, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 299.5, ""liquidity_billions"": 6150.01}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.891294
2025-04-02,"{""date"": ""2025-04-02"", ""layer1"": {""dxy"": 126.6284, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 211.69, ""liquidity_billions"": 6176.64}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.892305
2025-04-03,"{""date"": ""2025-04-03"", ""layer1"": {""dxy"": 125.0254, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 264.18, ""liquidity_billions"": 6213.86}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.893327
2025-04-04,"{""date"": ""2025-04-04"", ""layer1"": {""dxy"": 126.0693, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 156.69, ""liquidity_billions"": 6225.63}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.894356
2025-04-07,"{""date"": ""2025-04-07"", ""layer1"": {""dxy"": 127.0629, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 189.85, ""liquidity_billions"": 6261.98}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.895377
2025-04-08,"{""date"": ""2025-04-08"", ""layer1"": {""dxy"": 127.1122, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 181.09, ""liquidity_billions"": 6253.22}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.896392
2025-04-09,"{""date"": ""2025-04-09"", ""layer1"": {""dxy"": 126.8819, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 173.87, ""liquidity_billions"": 6253.25}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.897426
2025-04-10,"{""date"": ""2025-04-10"", ""layer1"": {""dxy"": 125.3694, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 220.29, ""liquidity_billions"": 6291.42}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.898445
2025-04-11,"{""date"": ""2025-04-11"", ""layer1"": {""dxy"": 124.3156, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 206.9, ""liquidity_billions"": 6322.84}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.899483
2025-04-14,"{""date"": ""2025-04-14"", ""layer1"": {""dxy"": 123.9908, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 197.77, ""liquidity_billions"": 6318.53}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.900509
2025-04-15,"{""date"": ""2025-04-15"", ""layer1"": {""dxy"": 124.1129, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 211.73, ""liquidity_billions"": 6332.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.901589
2025-04-16,"{""date"": ""2025-04-16"", ""layer1"": {""dxy"": 123.6167, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 91.86, ""liquidity_billions"": 6249.36}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.902601
2025-04-17,"{""date"": ""2025-04-17"", ""layer1"": {""dxy"": 123.4733, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 148.04, ""liquidity_billions"": 6245.53}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.903630
2025-04-18,"{""date"": ""2025-04-18"", ""layer1"": {""dxy"": 123.3365, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.904695
2025-04-21,"{""date"": ""2025-04-21"", ""layer1"": {""dxy"": 122.677, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 70.82, ""liquidity_billions"": 6190.02}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.905811
2025-04-22,"{""date"": ""2025-04-22"", ""layer1"": {""dxy"": 122.7879, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 46.98, ""liquidity_billions"": 6166.18}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.906840
2025-04-23,"{""date"": ""2025-04-23"", ""layer1"": {""dxy"": 123.375, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -174.96, ""liquidity_billions"": 5948.52}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.907841
2025-04-24,"{""date"": ""2025-04-24"", ""layer1"": {""dxy"": 123.285, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -114.97, ""liquidity_billions"": 5990.29}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.908873
2025-04-25,"{""date"": ""2025-04-25"", ""layer1"": {""dxy"": 123.2454, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -112.43, ""liquidity_billions"": 6026.28}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.909915
2025-04-28,"{""date"": ""2025-04-28"", ""layer1"": {""dxy"": 123.0856, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -121.85, ""liquidity_billions"": 5971.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.910958
2025-04-29,"{""date"": ""2025-04-29"", ""layer1"": {""dxy"": 122.9514, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -130.74, ""liquidity_billions"": 5962.76}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.911982
2025-04-30,"{""date"": ""2025-04-30"", ""layer1"": {""dxy"": 122.944, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -117.97, ""liquidity_billions"": 5862.94}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.913002
2025-05-01,"{""date"": ""2025-05-01"", ""layer1"": {""dxy"": 123.4811, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -193.83, ""liquidity_billions"": 5956.18}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.914010
2025-05-02,"{""date"": ""2025-05-02"", ""layer1"": {""dxy"": 122.859, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -210.98, ""liquidity_billions"": 5965.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.915023
2025-05-05,"{""date"": ""2025-05-05"", ""layer1"": {""dxy"": 122.6335, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -236.78, ""liquidity_billions"": 5988.85}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.916054
2025-05-06,"{""date"": ""2025-05-06"", ""layer1"": {""dxy"": 122.3907, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -241.95, ""liquidity_billions"": 5983.68}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.917367
2025-05-07,"{""date"": ""2025-05-07"", ""layer1"": {""dxy"": 122.4652, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -289.68, ""liquidity_billions"": 5972.3}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.918455
2025-05-08,"{""date"": ""2025-05-08"", ""layer1"": {""dxy"": 123.1019, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -265.82, ""liquidity_billions"": 5987.39}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.919480
2025-05-09,"{""date"": ""2025-05-09"", ""layer1"": {""dxy"": 122.879, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -268.36, ""liquidity_billions"": 5984.89}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.920539
