date,payload,created_at
2025-07-28,"{""date"": ""2025-07-28"", ""layer1"": {""dxy"": 121.0228, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 151.99, ""liquidity_billions"": 6164.08}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.983421
2025-07-29,"{""date"": ""2025-07-29"", ""layer1"": {""dxy"": 121.3652, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 151.44, ""liquidity_billions"": 6163.52}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.984442
2025-07-30,"{""date"": ""2025-07-30"", ""layer1"": {""dxy"": 121.7944, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 279.5, ""liquidity_billions"": 6116.59}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.985474
2025-07-31,"{""date"": ""2025-07-31"", ""layer1"": {""dxy"": 122.1088, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 5.33, ""liquidity_billions"": 6057.63}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.986537
2025-08-01,"{""date"": ""2025-08-01"", ""layer1"": {""dxy"": 121.6148, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 111.87, ""liquidity_billions"": 6174.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.987585
2025-08-04,"{""date"": ""2025-08-04"", ""layer1"": {""dxy"": 121.3757, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 6146.34}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.988848
2025-08-05,"{""date"": ""2025-08-05"", ""layer1"": {""dxy"": 121.3068, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 6187.72}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.989955
2025-08-06,"{""date"": ""2025-08-06"", ""layer1"": {""dxy"": 120.9198, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 45.78, ""liquidity_billions"": 6127.83}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.991099
2025-08-07,"{""date"": ""2025-08-07"", ""layer1"": {""dxy"": 120.9142, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 61.17, ""liquidity_billions"": 6141.84}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.992181
2025-08-08,"{""date"": ""2025-08-08"", ""layer1"": {""dxy"": 120.7562, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 24.75, ""liquidity_billions"": 6139.5}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.993261
2025-08-11,"{""date"": ""2025-08-11"", ""layer1"": {""dxy"": 121.1021, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -22.8, ""liquidity_billions"": 6137.59}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.994559
2025-08-12,"{""date"": ""2025-08-12"", ""layer1"": {""dxy"": 120.6964, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 1.92, ""liquidity_billions"": 6162.31}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.995852
2025-08-13,"{""date"": ""2025-08-13"", ""layer1"": {""dxy"": 120.5533, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -42.07, ""liquidity_billions"": 6082.11}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.997006
2025-08-14,"{""date"": ""2025-08-14"", ""layer1"": {""dxy"": 121.0518, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -33.25, ""liquidity_billions"": 6110.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.998247
2025-08-15,"{""date"": ""2025-08-15"", ""layer1"": {""dxy"": 120.7606, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -60.39, ""liquidity_billions"": 6105.55}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.999342
2025-08-18,"{""date"": ""2025-08-18"", ""layer1"": {""dxy"": 120.9792, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -62.66, ""liquidity_billions"": 6101.07}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.000418
2025-08-19,"{""date"": ""2025-08-19"", ""layer1"": {""dxy"": 121.137, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -46.76, ""liquidity_billions"": 6116.97}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.001520
2025-08-20,"{""date"": ""2025-08-20"", ""layer1"": {""dxy"": 121.1828, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -85.48, ""liquidity_billions"": 6063.88}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.002653
2025-08-21,"{""date"": ""2025-08-21"", ""layer1"": {""dxy"": 121.485, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -93.13, ""liquidity_billions"": 6073.52}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.003736
2025-08-22,"{""date"": ""2025-08-22"", ""layer1"": {""dxy"": 120.6974, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -82.3, ""liquidity_billions"": 6062.61}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.005125
2025-08-25,"{""date"": ""2025-08-25"", ""layer1"": {""dxy"": 120.8298, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -132.72, ""liquidity_billions"": 6051.31}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.006387
2025-08-26,"{""date"": ""2025-08-26"", ""layer1"": {""dxy"": 120.9304, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -113.72, ""liquidity_billions"": 6070.31}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.007481
2025-08-27,"{""date"": ""2025-08-27"", ""layer1"": {""dxy"": 121.1236, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -185.43, ""liquidity_billions"": 5978.64}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.008574
2025-08-28,"{""date"": ""2025-08-28"", ""layer1"": {""dxy"": 120.6537, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -182.1, ""liquidity_billions"": 5981.42}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.010006
2025-08-29,"{""date"": ""2025-08-29"", ""layer1"": {""dxy"": 120.6028, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -181.1, ""liquidity_billions"": 5935.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.011095
2025-09-01,"{""date"": ""2025-09-01"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.012291
2025-09-02,"{""date"": ""2025-09-02"", ""layer1"": {""dxy"": 121.0716, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -182.32, ""liquidity_billions"": 5992.32}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.013380
2025-09-03,"{""date"": ""2025-09-03"", ""layer1"": {""dxy"": 120.9032, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -159.71, ""liquidity_billions"": 5986.64}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.014479
2025-09-04,"{""date"": ""2025-09-04"", ""layer1"": {""dxy"": 121.1565, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -203.28, ""liquidity_billions"": 5984.43}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.015572
2025-09-05,"{""date"": ""2025-09-05"", ""layer1"": {""dxy"": 120.5394, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -144.27, ""liquidity_billions"": 5983.56}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.016673
2025-09-08,"{""date"": ""2025-09-08"", ""layer1"": {""dxy"": 120.5152, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -154.35, ""liquidity_billions"": 5985.14}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.017762
2025-09-09,"{""date"": ""2025-09-09"", ""layer1"": {""dxy"": 120.5746, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -157.85, ""liquidity_billions"": 5981.64}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.018828
2025-09-10,"{""date"": ""2025-09-10"", ""layer1"": {""dxy"": 120.5447, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -233.3, ""liquidity_billions"": 5904.29}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.019995
2025-09-11,"{""date"": ""2025-09-11"", ""layer1"": {""dxy"": 120.381, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -255.52, ""liquidity_billions"": 5906.79}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.021132
2025-09-12,"{""date"": ""2025-09-12"", ""layer1"": {""dxy"": 120.4905, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -165.75, ""liquidity_billions"": 5916.36}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.022438
2025-09-15,"{""date"": ""2025-09-15"", ""layer1"": {""dxy"": 120.0042, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -188.82, ""liquidity_billions"": 5916.73}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.023521
2025-09-16,"{""date"": ""2025-09-16"", ""layer1"": {""dxy"": 119.586, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -190.68, ""liquidity_billions"": 5914.87}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.025158
2025-09-17,"{""date"": ""2025-09-17"", ""layer1"": {""dxy"": 119.6063, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -262.81, ""liquidity_billions"": 5838.26}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.026249
2025-09-18,"{""date"": ""2025-09-18"", ""layer1"": {""dxy"": 120.0986, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -278.45, ""liquidity_billions"": 5838.51}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.027357
2025-09-19,"{""date"": ""2025-09-19"", ""layer1"": {""dxy"": 120.2166, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -223.02, ""liquidity_billions"": 5840.86}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.028422
2025-09-22,"{""date"": ""2025-09-22"", ""layer1"": {""dxy"": 120.2461, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -224.56, ""liquidity_billions"": 5838.05}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.029472
2025-09-23,"{""date"": ""2025-09-23"", ""layer1"": {""dxy"": 120.0568, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -224.79, ""liquidity_billions"": 5837.82}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.030537
2025-09-24,"{""date"": ""2025-09-24"", ""layer1"": {""dxy"": 120.6024, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -276.95, ""liquidity_billions"": 5774.37}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.031565
2025-09-25,"{""date"": ""2025-09-25"", ""layer1"": {""dxy"": 120.9635, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -292.14, ""liquidity_billions"": 5778.17}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.032619
2025-09-26,"{""date"": ""2025-09-26"", ""layer1"": {""dxy"": 120.8615, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -223.18, ""liquidity_billions"": 5755.47}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.033656
2025-09-29,"{""date"": ""2025-09-29"", ""layer1"": {""dxy"": 120.5403, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -188.17, ""liquidity_billions"": 5747.32}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.034699
2025-09-30,"{""date"": ""2025-09-30"", ""layer1"": {""dxy"": 120.5624, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -181.02, ""liquidity_billions"": 5754.47}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.035764
2025-10-01,"{""date"": ""2025-10-01"", ""layer1"": {""dxy"": 120.5782, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 5771.8}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.036835
2025-10-02,"{""date"": ""2025-10-02"", ""layer1"": {""dxy"": 120.844, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -218.78, ""liquidity_billions"": 5773.54}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.037880
2025-10-03,"{""date"": ""2025-10-03"", ""layer1"": {""dxy"": 120.5163, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -230.05, ""liquidity_billions"": 5756.59}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.039140
2025-10-06,"{""date"": ""2025-10-06"", ""layer1"": {""dxy"": 120.7028, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -223.36, ""liquidity_billions"": 5760.2}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.040679
2025-10-07,"{""date"": ""2025-10-07"", ""layer1"": {""dxy"": 120.9097, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -206.2, ""liquidity_billions"": 5777.36}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.041815
2025-10-08,"{""date"": ""2025-10-08"", ""layer1"": {""dxy"": 121.1884, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -206.99, ""liquidity_billions"": 5778.16}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.043065
2025-10-09,"{""date"": ""2025-10-09"", ""layer1"": {""dxy"": 121.4965, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -202.75, ""liquidity_billions"": 5778.89}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.044156
2025-10-10,"{""date"": ""2025-10-10"", ""layer1"": {""dxy"": 121.5217, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -125.03, ""liquidity_billions"": 5779.26}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.045229
